GefilterdeAdressen: {orderID=288 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KX', huisnummer=174, order='iphone 12', Coordinaten_DMS='52° 21.7531011557557, 4° 56.361924058914354', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124495.0 ||| Y= 486168.0', Coordinaten_DECIMAL='X= 52.36255168592926 ||| Y= 4.939365400981906'}
GefilterdeAdressen: {orderID=184 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=112, order='iphone 12', Coordinaten_DMS='52° 21.751957046921575, 4° 56.202499485213515', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124314.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253261744869 ||| Y= 4.936708324753559'}
GefilterdeAdressen: {orderID=185 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=112, order='iphone 12', Coordinaten_DMS='52° 21.751957046921575, 4° 56.202499485213515', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124314.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253261744869 ||| Y= 4.936708324753559'}
GefilterdeAdressen: {orderID=186 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=112, order='iphone 12', Coordinaten_DMS='52° 21.751957046921575, 4° 56.202499485213515', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124314.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253261744869 ||| Y= 4.936708324753559'}
GefilterdeAdressen: {orderID=179 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=111, order='iphone 12', Coordinaten_DMS='52° 21.763448563658585, 4° 56.24642613259931', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124364.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272414272764 ||| Y= 4.937440435543322'}
GefilterdeAdressen: {orderID=180 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=111, order='iphone 12', Coordinaten_DMS='52° 21.763448563658585, 4° 56.24642613259931', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124364.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272414272764 ||| Y= 4.937440435543322'}
GefilterdeAdressen: {orderID=181 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=111, order='iphone 12', Coordinaten_DMS='52° 21.763448563658585, 4° 56.24642613259931', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124364.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272414272764 ||| Y= 4.937440435543322'}
GefilterdeAdressen: {orderID=182 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=111, order='iphone 12', Coordinaten_DMS='52° 21.763448563658585, 4° 56.24642613259931', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124364.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272414272764 ||| Y= 4.937440435543322'}
GefilterdeAdressen: {orderID=175 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=110, order='iphone 12', Coordinaten_DMS='52° 21.751936934775813, 4° 56.19721451372779', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253228224626 ||| Y= 4.936620241895463'}
GefilterdeAdressen: {orderID=176 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=110, order='iphone 12', Coordinaten_DMS='52° 21.751936934775813, 4° 56.19721451372779', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253228224626 ||| Y= 4.936620241895463'}
GefilterdeAdressen: {orderID=177 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=110, order='iphone 12', Coordinaten_DMS='52° 21.751936934775813, 4° 56.19721451372779', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253228224626 ||| Y= 4.936620241895463'}
GefilterdeAdressen: {orderID=178 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=110, order='iphone 12', Coordinaten_DMS='52° 21.751936934775813, 4° 56.19721451372779', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253228224626 ||| Y= 4.936620241895463'}
GefilterdeAdressen: {orderID=171 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=109, order='iphone 12', Coordinaten_DMS='52° 21.76342848418045, 4° 56.241141137862', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124358.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362723808069674 ||| Y= 4.9373523522977'}
GefilterdeAdressen: {orderID=172 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=109, order='iphone 12', Coordinaten_DMS='52° 21.76342848418045, 4° 56.241141137862', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124358.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362723808069674 ||| Y= 4.9373523522977'}
GefilterdeAdressen: {orderID=173 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=109, order='iphone 12', Coordinaten_DMS='52° 21.76342848418045, 4° 56.241141137862', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124358.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362723808069674 ||| Y= 4.9373523522977'}
GefilterdeAdressen: {orderID=174 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=109, order='iphone 12', Coordinaten_DMS='52° 21.76342848418045, 4° 56.241141137862', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124358.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362723808069674 ||| Y= 4.9373523522977'}
GefilterdeAdressen: {orderID=167 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=108, order='iphone 12', Coordinaten_DMS='52° 21.75191681869677, 4° 56.191929542333945', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124302.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253194697828 ||| Y= 4.936532159038899'}
GefilterdeAdressen: {orderID=168 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=108, order='iphone 12', Coordinaten_DMS='52° 21.75191681869677, 4° 56.191929542333945', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124302.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253194697828 ||| Y= 4.936532159038899'}
GefilterdeAdressen: {orderID=169 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=108, order='iphone 12', Coordinaten_DMS='52° 21.75191681869677, 4° 56.191929542333945', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124302.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253194697828 ||| Y= 4.936532159038899'}
GefilterdeAdressen: {orderID=170 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KS', huisnummer=108, order='iphone 12', Coordinaten_DMS='52° 21.75191681869677, 4° 56.191929542333945', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124302.0 ||| Y= 486167.0', Coordinaten_DECIMAL='X= 52.36253194697828 ||| Y= 4.936532159038899'}
GefilterdeAdressen: {orderID=163 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=107, order='iphone 12', Coordinaten_DMS='52° 21.76394764210329, 4° 56.23585067508337', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124352.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273246070172 ||| Y= 4.937264177918056'}
GefilterdeAdressen: {orderID=164 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=107, order='iphone 12', Coordinaten_DMS='52° 21.76394764210329, 4° 56.23585067508337', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124352.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273246070172 ||| Y= 4.937264177918056'}
GefilterdeAdressen: {orderID=165 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=107, order='iphone 12', Coordinaten_DMS='52° 21.76394764210329, 4° 56.23585067508337', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124352.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273246070172 ||| Y= 4.937264177918056'}
GefilterdeAdressen: {orderID=166 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=107, order='iphone 12', Coordinaten_DMS='52° 21.76394764210329, 4° 56.23585067508337', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124352.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273246070172 ||| Y= 4.937264177918056'}
GefilterdeAdressen: {orderID=159 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=105, order='iphone 12', Coordinaten_DMS='52° 21.763927554753053, 4° 56.23056567945877', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124346.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273212591255 ||| Y= 4.937176094657646'}
GefilterdeAdressen: {orderID=160 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=105, order='iphone 12', Coordinaten_DMS='52° 21.763927554753053, 4° 56.23056567945877', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124346.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273212591255 ||| Y= 4.937176094657646'}
GefilterdeAdressen: {orderID=161 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=105, order='iphone 12', Coordinaten_DMS='52° 21.763927554753053, 4° 56.23056567945877', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124346.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273212591255 ||| Y= 4.937176094657646'}
GefilterdeAdressen: {orderID=162 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=105, order='iphone 12', Coordinaten_DMS='52° 21.763927554753053, 4° 56.23056567945877', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124346.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273212591255 ||| Y= 4.937176094657646'}
GefilterdeAdressen: {orderID=155 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=103, order='iphone 12', Coordinaten_DMS='52° 21.76391081228985, 4° 56.22616151650844', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.3627318468715 ||| Y= 4.937102691941807'}
GefilterdeAdressen: {orderID=156 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=103, order='iphone 12', Coordinaten_DMS='52° 21.76391081228985, 4° 56.22616151650844', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.3627318468715 ||| Y= 4.937102691941807'}
GefilterdeAdressen: {orderID=157 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=103, order='iphone 12', Coordinaten_DMS='52° 21.76391081228985, 4° 56.22616151650844', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.3627318468715 ||| Y= 4.937102691941807'}
GefilterdeAdressen: {orderID=158 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=103, order='iphone 12', Coordinaten_DMS='52° 21.76391081228985, 4° 56.22616151650844', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124341.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.3627318468715 ||| Y= 4.937102691941807'}
GefilterdeAdressen: {orderID=151 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=101, order='iphone 12', Coordinaten_DMS='52° 21.763351476408133, 4° 56.22088199221912', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124335.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.3627225246068 ||| Y= 4.937014699870319'}
GefilterdeAdressen: {orderID=152 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=101, order='iphone 12', Coordinaten_DMS='52° 21.763351476408133, 4° 56.22088199221912', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124335.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.3627225246068 ||| Y= 4.937014699870319'}
GefilterdeAdressen: {orderID=153 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=101, order='iphone 12', Coordinaten_DMS='52° 21.763351476408133, 4° 56.22088199221912', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124335.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.3627225246068 ||| Y= 4.937014699870319'}
GefilterdeAdressen: {orderID=154 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KG', huisnummer=101, order='iphone 12', Coordinaten_DMS='52° 21.763351476408133, 4° 56.22088199221912', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124335.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.3627225246068 ||| Y= 4.937014699870319'}
GefilterdeAdressen: {orderID=147 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=99, order='iphone 12', Coordinaten_DMS='52° 21.763331377918433, 4° 56.2155969979254', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124329.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362722189631974 ||| Y= 4.93692661663209'}
GefilterdeAdressen: {orderID=148 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=99, order='iphone 12', Coordinaten_DMS='52° 21.763331377918433, 4° 56.2155969979254', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124329.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362722189631974 ||| Y= 4.93692661663209'}
GefilterdeAdressen: {orderID=149 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=99, order='iphone 12', Coordinaten_DMS='52° 21.763331377918433, 4° 56.2155969979254', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124329.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362722189631974 ||| Y= 4.93692661663209'}
GefilterdeAdressen: {orderID=150 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=99, order='iphone 12', Coordinaten_DMS='52° 21.763331377918433, 4° 56.2155969979254', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124329.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.362722189631974 ||| Y= 4.93692661663209'}
GefilterdeAdressen: {orderID=143 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=97, order='iphone 12', Coordinaten_DMS='52° 21.763314626172416, 4° 56.21119283608415', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124324.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272191043621 ||| Y= 4.936853213934736'}
GefilterdeAdressen: {orderID=144 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=97, order='iphone 12', Coordinaten_DMS='52° 21.763314626172416, 4° 56.21119283608415', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124324.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272191043621 ||| Y= 4.936853213934736'}
GefilterdeAdressen: {orderID=145 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=97, order='iphone 12', Coordinaten_DMS='52° 21.763314626172416, 4° 56.21119283608415', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124324.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272191043621 ||| Y= 4.936853213934736'}
GefilterdeAdressen: {orderID=146 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=97, order='iphone 12', Coordinaten_DMS='52° 21.763314626172416, 4° 56.21119283608415', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124324.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272191043621 ||| Y= 4.936853213934736'}
GefilterdeAdressen: {orderID=139 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=95, order='iphone 12', Coordinaten_DMS='52° 21.763837113001046, 4° 56.206783200284235', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124319.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273061855002 ||| Y= 4.936779720004737'}
GefilterdeAdressen: {orderID=140 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=95, order='iphone 12', Coordinaten_DMS='52° 21.763837113001046, 4° 56.206783200284235', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124319.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273061855002 ||| Y= 4.936779720004737'}
GefilterdeAdressen: {orderID=141 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=95, order='iphone 12', Coordinaten_DMS='52° 21.763837113001046, 4° 56.206783200284235', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124319.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273061855002 ||| Y= 4.936779720004737'}
GefilterdeAdressen: {orderID=142 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=95, order='iphone 12', Coordinaten_DMS='52° 21.763837113001046, 4° 56.206783200284235', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124319.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273061855002 ||| Y= 4.936779720004737'}
GefilterdeAdressen: {orderID=135 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=93, order='iphone 12', Coordinaten_DMS='52° 21.763817004016914, 4° 56.20149820516467', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124313.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273028340028 ||| Y= 4.9366916367527445'}
GefilterdeAdressen: {orderID=136 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=93, order='iphone 12', Coordinaten_DMS='52° 21.763817004016914, 4° 56.20149820516467', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124313.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273028340028 ||| Y= 4.9366916367527445'}
GefilterdeAdressen: {orderID=137 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=93, order='iphone 12', Coordinaten_DMS='52° 21.763817004016914, 4° 56.20149820516467', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124313.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273028340028 ||| Y= 4.9366916367527445'}
GefilterdeAdressen: {orderID=138 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=93, order='iphone 12', Coordinaten_DMS='52° 21.763817004016914, 4° 56.20149820516467', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124313.0 ||| Y= 486189.0', Coordinaten_DECIMAL='X= 52.36273028340028 ||| Y= 4.9366916367527445'}
GefilterdeAdressen: {orderID=131 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=91, order='iphone 12', Coordinaten_DMS='52° 21.76326100222937, 4° 56.19709951862076', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272101670382 ||| Y= 4.936618325310346'}
GefilterdeAdressen: {orderID=132 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=91, order='iphone 12', Coordinaten_DMS='52° 21.76326100222937, 4° 56.19709951862076', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272101670382 ||| Y= 4.936618325310346'}
GefilterdeAdressen: {orderID=133 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=91, order='iphone 12', Coordinaten_DMS='52° 21.76326100222937, 4° 56.19709951862076', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272101670382 ||| Y= 4.936618325310346'}
GefilterdeAdressen: {orderID=134 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KE', huisnummer=91, order='iphone 12', Coordinaten_DMS='52° 21.76326100222937, 4° 56.19709951862076', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124308.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36272101670382 ||| Y= 4.936618325310346'}
GefilterdeAdressen: {orderID=127 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=83, order='iphone 12', Coordinaten_DMS='52° 21.762476746826138, 4° 56.132804255002036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124235.0 ||| Y= 486187.0', Coordinaten_DECIMAL='X= 52.362707945780436 ||| Y= 4.935546737583367'}
GefilterdeAdressen: {orderID=128 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=83, order='iphone 12', Coordinaten_DMS='52° 21.762476746826138, 4° 56.132804255002036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124235.0 ||| Y= 486187.0', Coordinaten_DECIMAL='X= 52.362707945780436 ||| Y= 4.935546737583367'}
GefilterdeAdressen: {orderID=129 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=83, order='iphone 12', Coordinaten_DMS='52° 21.762476746826138, 4° 56.132804255002036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124235.0 ||| Y= 486187.0', Coordinaten_DECIMAL='X= 52.362707945780436 ||| Y= 4.935546737583367'}
GefilterdeAdressen: {orderID=130 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=83, order='iphone 12', Coordinaten_DMS='52° 21.762476746826138, 4° 56.132804255002036', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124235.0 ||| Y= 486187.0', Coordinaten_DECIMAL='X= 52.362707945780436 ||| Y= 4.935546737583367'}
GefilterdeAdressen: {orderID=123 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=81, order='iphone 12', Coordinaten_DMS='52° 21.76299582401441, 4° 56.12751377323022', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124229.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271659706691 ||| Y= 4.93545856288717'}
GefilterdeAdressen: {orderID=124 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=81, order='iphone 12', Coordinaten_DMS='52° 21.76299582401441, 4° 56.12751377323022', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124229.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271659706691 ||| Y= 4.93545856288717'}
GefilterdeAdressen: {orderID=125 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=81, order='iphone 12', Coordinaten_DMS='52° 21.76299582401441, 4° 56.12751377323022', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124229.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271659706691 ||| Y= 4.93545856288717'}
GefilterdeAdressen: {orderID=126 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=81, order='iphone 12', Coordinaten_DMS='52° 21.76299582401441, 4° 56.12751377323022', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124229.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271659706691 ||| Y= 4.93545856288717'}
GefilterdeAdressen: {orderID=119 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=79, order='iphone 12', Coordinaten_DMS='52° 21.762975656035337, 4° 56.1222287805615', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124223.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271626093392 ||| Y= 4.935370479676025'}
GefilterdeAdressen: {orderID=120 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=79, order='iphone 12', Coordinaten_DMS='52° 21.762975656035337, 4° 56.1222287805615', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124223.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271626093392 ||| Y= 4.935370479676025'}
GefilterdeAdressen: {orderID=121 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=79, order='iphone 12', Coordinaten_DMS='52° 21.762975656035337, 4° 56.1222287805615', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124223.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271626093392 ||| Y= 4.935370479676025'}
GefilterdeAdressen: {orderID=122 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=79, order='iphone 12', Coordinaten_DMS='52° 21.762975656035337, 4° 56.1222287805615', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124223.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271626093392 ||| Y= 4.935370479676025'}
GefilterdeAdressen: {orderID=117 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=77, order='iphone 12', Coordinaten_DMS='52° 21.762958846381935, 4° 56.11782462007458', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124218.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271598077303 ||| Y= 4.935297077001243'}
GefilterdeAdressen: {orderID=118 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=77, order='iphone 12', Coordinaten_DMS='52° 21.762958846381935, 4° 56.11782462007458', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124218.0 ||| Y= 486188.0', Coordinaten_DECIMAL='X= 52.36271598077303 ||| Y= 4.935297077001243'}
GefilterdeAdressen: {orderID=113 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=73, order='iphone 12', Coordinaten_DMS='52° 21.76182655472502, 4° 56.10374229674463', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124202.0 ||| Y= 486186.0', Coordinaten_DECIMAL='X= 52.36269710924542 ||| Y= 4.9350623716124105'}
GefilterdeAdressen: {orderID=114 naam=' dummy', straatnaam='Eerste Atjehstraat', postcode='1094KD', huisnummer=73, order='iphone 12', Coordinaten_DMS='52° 21.76182655472502, 4° 56.10374229674463', Coordinaten_DECIMAL_RIJKSDRIEHOEK='X= 124202.0 ||| Y= 486186.0', Coordinaten_DECIMAL='X= 52.36269710924542 ||| Y= 4.9350623716124105'}
